title,processed_synopsis
An Inconvenient Truth,filmmak davi guggenheim follow al gore lectur circuit former presidenti candid campaign rais public awar danger global warm call immedi action curb destruct effect environ
Finding Vivian Maier,life work career nanni vivian maier amaz collect photograph
Winged Migration,documentari present epic portrait winter bird migrat film seven contin four year footag brought togeth one portrait journey uniform arduous kind differ bird rather concentr statist fact film portray sheer physic effort demand bird dispar rout along way see mani danger face wast group hungri crab
Sicko,filmmak michael moor examin america crisi million citizen without coverag moor spotlight case sever ordinari citizen whose live shatter bureaucrat red tape refus payment catastroph explain system becom problemat visit countri citizen receiv free health care canada franc
Sweetgrass,spare documentari follow group shepherd guid hundr sheep endless mile montana wilder herd livestock beartooth mountain crew cover stun landscap brave danger weather threat various wild anim includ bear wolv shepherd make journey film depict hardship face occup seem larg outmod unit state
A Film Unfinished,isra director yael hersonski examin recent found film reel unfinish nazi movi entitl das ghetto documentari decad historian reli das ghetto portray life occupi warsaw new footag provid rare insight one biggest propaganda machin time hersonski use person journal account well interview surviv cameraman dark cinemat relic
"Bigger, Stronger, Faster",documentari present pervas use steroid sport indic american obsess win cost bell brother suck world drug think ticket realiz american dream interview politician doctor bodybuild coach rais question end realli justifi mean mad dash win entir cultur may pois lose
Trouble the Water,hurrican katrina rage around scott kimber river robert took shelter neighbor attic new orlean ninth ward kimber aspir rapper brought video camera film husband friend devast storm footag heart tia lessin carl deal documentari hurrican katrina tragedi along filmmak footag kimber scott rebuild live afterward
"Food, Inc.",documentari filmmak robert kenner examin mammoth corpor taken aspect food chain unit state farm food grown chain restaur supermarket sold narrat author activist eric schlosser film featur interview averag american dietari habit commentari food expert like michael pollan unsettl footag shot insid anim process plant
Chasing Ice,jame balog team extrem ice survey assembl multiyear chronicl planet rapid melt glacier
To Be and to Have,rural franc schoolteach georg lopez educ 12 children whose age rang 4 11 year old cours year lopez instruct one small classroom tradit tool french teach rote repetit dictat literari passag copi season pass lopez must keep student disciplin prepar older children exam determin educ futur
The Salt of the Earth,juliano ribeiro salgado look career father photograph sebastião salgado
The Wild Parrots of Telegraph Hill,homeless musician life transform discov flock wild south american parrot live san francisco got mysteri mark bittner form bond exot bird music patient attent care time come appreci individu ident make case human reevalu relationship anim forc leav despair bird fate
The Gatekeepers,six former head israel secret servic agenc shin bet discuss organ success failur sinc six day war 1967
Control Room,filmmak jehan noujaim provid look oper promin televis news network arab world war iraq interview american journalist journalist report militari offici noujaim explor natur media bias relationship arab communiti network percept western world
Bus 174,young brazilian hijack bus rio de janeiro rob passeng hold entir bus hostag press broadcast live documentari chronicl incompet respons polic offic public event inspir nationwid protest includ detail captor harsh childhood wit mother murder homeless provid one exampl tragic social polit indiffer urban poverti modern brazil
Touching the Void,1985 two young climber joe simpson brendan mackey simon yate nichola aaron set first reach summit siula grand peruvian andes succeed two embark treacher descent mountain meet disast simpson break leg fall leav yate lower rest way rope storm threaten live yate must decid whether cut rope risk simpson like death
My Winnipeg,canadian filmmak guy maddin conduct person tour winnipeg manitoba town grew still live film call combin archiv footag interview dreamlik camera work recreat scene includ sever actress ann savag play part maddin mother filmmak build portrait winnipeg manag histor intim surreal entertain entir
Manakamana,high nepal cabl car transport visitor ancient hindu templ site shrine goddess manakamana
I Am Divine,life work cultur icon record artist actor divin
Cutie and the Boxer,noriko seek ident 40 year marriag famous box artist ushio shinohara
Brooklyn Castle,chess help transform new york school one citi best budget cut threaten undermin school championship chess team
Deep Water,1968 donald crowhurst inexperienc british sailor put home collater gain financi back enter golden globe first nonstop boat race around world dire financi pressur crowhurst decid set sail boat fulli built leav unprepar stress open ocean crowhurst decis embark vessel readi set dead chain event motion
The Last of the Unjust,benjamin murmelstein jewish elder surviv world war ii fought adolf eichmann week week seven year manag help jew leav germani
The Devil Came on Horseback,serv african union former marin capt brian steidl document brutal ethnic cleans occur darfur determin western public know atroc wit steidl contact new york time report nichola kristof publish steidl photograph evid
Good Hair,prompt question young daughter comic chris rock set explor import hair black cultur rock interview celebr raven symon visit hair salon stylist competit even indian templ learn hair cultur
Up the Yangtze,documentari examin china rapid chang economi focus construct three gorg dam govern dam stand symbol progress displac hundr famili creation follow local teenag chen bo yu yu shi work one western cruis line sail yangtz near dam film detail friction chines societi citizen struggl realiti new consum capit
5 Broken Cameras,begin 2005 palestinian emad burnet record villag resist encroach isra settlement
National Gallery,educ program scholar scientist curat work enjoy nation galleri london
Plagues and Pleasures on the Salton Sea,john water narrat stori southern california salton sea lake consid prime recreat locat turn ecolog disast
Last Days in Vietnam,final week vietnam war american servicemen other begin difficult mission evacu mani friend famili member south vietnames collabor possibl saigon fall north vietnames
Super Size Me,director morgan spurlock social experi gastronomi see attempt subsist uniqu food mcdonald menu entir month process weight balloon energi level plummet experi sort unexpect terrifi side effect also examin corpor giant grow role live american consum explor method indoctrin young peopl contribut america obes epidem
The Arbor,mix documentari fiction element tell stori doom playwright andrea dunbar wrote difficult life endur grow england bradford hous project archiv footag featur dunbar present along interview famili member includ daughter lorrain led similar troubl life excerpt dunbar famous play arbor perform street hometown buttershaw estat live
Rocky,rocki balboa sylvest stallon boxer philadelphia arbitrarili chosen take reign world heavyweight champion apollo creed carl weather undef fighter schedul oppon injur train feisti former bantamweight contend mickey goldmil burgess meredith rocki tentat begin relationship adrian talia shire wallflow sister pal pauli burt young
Battle of the Sexes,1973 tenni match billi jean king bobbi rigg becam watch televis sport event time trap media glare king rigg opposit side binari argument fight person complex battl husband urg fight equal pay privat king also struggl come term sexual rigg gambl legaci reput bid reliv glori past
The Fighter,micki ward mark wahlberg box famili affair mother manag dicki christian bale promis boxer unreli trainer despit micki hard work lose latest fight near kill follow girlfriend advic split famili micki becom contend world titl famili earn shot redempt
The Crash Reel,snowboard kevin pearc suffer traumat brain injuri train 2010 winter olymp famili stand side struggl rehab object express desir return favorit sport
Sugar,like mani young men dominican republ miguel sugar santo algeni perez soto dream win slot american basebal team inde talent pitcher eventu land slot team iowa cultur shock racism curvebal threaten turn sugar dream sour
Senna,ayrton senna becom formula one race champion brazil nation hero untim death age 34
The Damned United,stori brian clough 44 day stint manag leed unit footbal club take place 1974 england revi quit leed becom england boss outspoken brian clough take charg determin impos style upon revi tough tackl team clough soon alien player board base book david pearc
Creed II,1985 russian boxer ivan drago kill former champion apollo creed tragic match stun world wish trainer rocki balboa apollo son adoni johnson accept challeng drago son anoth danger fighter guidanc rocki adoni train showdown life date destini soon becom obsess johnson balboa must confront share legaci past come back haunt man
Boxing Gym,veteran documentari filmmak frederick wiseman turn len world box specif gym austin texa unobtrus record simpl come go facil wiseman document daili life gym mani patron routin owner richard lord film forgo techniqu common modern documentari interview reenact etc favor approach
Red Army,hockey captain slava fetisov four player form near unbeat unit known russian five coach brutal regimen lead fetisov other defect soviet union
Riding Giants,part sport histori part thrill ride skateboard staci peralta documentari pay homag brave foolish surfer dare ride world biggest wave peralta lay evolut surf today touch upon chang trend constant search ever larger wave shift focus hand contemporari surf superstar among jeff clark pioneer san francisco remot wave laird hamilton known ride
Dogtown and Z-Boys,dogtown direct skateboard staci peralta stori group accident revolutionari gift kid inadvert chang world came natur also uniqu documentari event eyewit account birth organ american pop cultur phenomenon
The Color of Money,former pool hustler fast eddi felson paul newman decid want return game take pupil meet talent green vincent lauria tom cruis propos partnership tour pool hall eddi teach vincent trick scam eventu grow frustrat vincent showboat antic lead argument eddi take play soon cross path vincent oppon
Up for Grabs,final leg major leagu basebal 2001 season giant batter barri bond score histor 73rd home run san francisco pac bell park victori ensu scuffl control ball spectat patrick hayashi notion disput nearbi alex popov claim hayashi wrestl ball director michael wranov examin result court battl media circus follow event obsess fan behind controversi
Hoosiers,fail colleg coach norman dale gene hackman get chanc redempt hire direct basketbal program high school tini indiana town teacher barbara hershey persuad star player jimmi chitwood quit focus studi dale struggl develop win team face communiti critic temper unconvent choic assist coach shooter denni hopper notori alcohol
Girlfight,newcom michell rodriguez astound perform alongsid jaim tirelli paul calderon santiago dougla noth come easi diana guzman troubl girl brink womanhood teacher understand father underestim friend diana struggl find respect digniti everi day diana quick temper young woman find disciplin love unlik place box ring
Tristram Shandy: A Cock and Bull Story,director tri shoot adapt novel consid imposs film
Heaven Can Wait,joe pendleton warren beatti quarterback los angel ram kill auto accid afterlif joe discov guardian angel buck henri taken bodi prematur due mani year earth unabl return bodi joe assum form greedi multimillionair industrialist leo farnsworth farnsworth joe attempt return footbal fall love environment activist betti logan juli christi
Field of Dreams,iowa farmer ray kevin costner hear mysteri voic one night cornfield say build come feel need act despit taunt lunaci ray build basebal diamond land support wife anni ami madigan afterward ghost great player start emerg crop play ball led shoeless joe jackson ray learn field dream much bring former basebal great play
The Heart of the Game,film period seven year director ward serril profil bill resler univers professor coach basketbal team compris girl darnellia russel one team black player also come focus struggl stay team despit major obstacl
Tyson,former heavyweight box champion mike tyson reflect tumultu life ring filmmak jame toback offer complex portrait man two discuss tyson time juvenil detent relationship mentor cus box career rape charg land prison
The Hurricane,denzel washington rubin hurrican carter man whose dream win middleweight box titl destroy arrest along anoth man murder 3 peopl new jersey bar wrong accus carter john arti sentenc 3 life term prison
Chariots of Fire,religi divid unit kingdom earli 1920s two determin young runner train 1924 pari olymp eric liddel ian charleson devout christian born scottish missionari china see run part worship god glori refus train compet sabbath harold abraham ben cross overcom class bias neglect belov sweetheart sybil alic krige quest
Looking for Eric,ever sinc wife stephani bishop left eric bishop steve evet life fallen apart two teen son gerard kearn stefan gumb littl regard job post offic increas unfulfil end hospit car crash one night smoke marijuana vision favorit manchest unit soccer player eric cantona help idol daughter hudson eric tri get life straighten
The Armstrong Lie,filmmak alex gibney chronicl lanc armstrong attempt return cycl admiss dope subsequ fall grace
Major League,new owner cleveland indian former showgirl rachel phelp margaret whitton sweetheart deal move team miami break leas citi cleveland ticket sale plummet phelp hire incompet player avail includ pitcher rick vaughn charli sheen catcher jake taylor tom bereng villain tactic accident foster team spirit turn indian potenti winner
Go Tigers!,go tiger rare chronicl remark season massillon tiger high school footbal team play small town draw ident footbal cours season three young star emerg forc carri burden town teammat confront uncertain futur film shot locat ohio high definit video
You Cannot Kill David Arquette,brand hate man wrestl win high controversi wcw world heavyweight championship 2000 actor david arquett attempt rocki return sport stall promis hollywood career danger determin redeem reput reclaim arquett stop noth earn place profession wrestl
Goon,though misfit among braini famili member massachusett bouncer doug glatt seann william scott knockout punch land spot canadian hockey team
Beyond the Mat,beyond mat barri blaustein honest intim reveal high entertain critic acclaim look wrestl take viewer beyond ring live men women inhabit color competit surpris complex world
Invictus,follow fall apartheid newli elect presid nelson mandela morgan freeman face south africa racial econom divid believ unit countrymen univers languag sport mandela join forc francoi pienaar matt damon captain rugbi team ralli south african behind bid 1995 world cup championship
The Boxer,rise teen boxer belfast nativ danni flynn daniel imprison 14 year get involv irish republican armi newli freed jail earli 30s danni return home attempt put life back togeth reopen neighborhood gym reconnect lost love maggi emili watson singl mother husband prison danni battl former ira compadr includ milit harri gerard mcsorley
Vision: From the Life of Hildegard von Bingen,gift writer compos herbalist benedictin nun barbara sukowa work expand status respons women within order
A League of Their Own,america stock athlet young men deplet world war ii profession basebal leagu spring midwest fund candi maker walter harvey garri marshal competit sister dotti hinson geena davi kit keller lori petti spar scout erni capadino jon lovitz grumpi coach jimmi dugan tom hank way fame madonna rosi two sister teammat
Step Into Liquid,documentari shot water globe director dana brown take tall wave surfer live challeng film trek irish coast trio american brother take atlant surf rapa nui pacif easter island statu gaze daredevil brown also find good surf unlik place like wisconsin texa chart rise femal surfer sport tradit domin male
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,documentari look back time soccer briefli captur america attent film profil north american soccer leagu franchis new york cosmos sensat creat back 1970s use archiv footag old photo anecdot former player businessmen tell stori sever conflict stori team star brazilian soccer legend pele form peopl ultim submarin leagu excess expans
Fed Up,filmmak stephani soechtig journalist kati couric investig american food industri may respons sick previous realiz
Stoked: The Rise and Fall of Gator,documentari film explor life former skateboard pro mark gator rogowski 1991 sentenc 31 year jail rape murder femal acquaint filmmak helen stickler chronicl rogowski tragic journey cool confid skateboard icon convict murder struggl alcohol depress also explor skate legend toni hawk staci peralta offer account experi rogowski
Talladega Nights: The Ballad of Ricky Bobby,nascar superstar ricki bobbi ferrel top game ador fan trophi wife side incred wealth ricki lose french formula one champion jean girard sacha baron cohen roar onto scene ricki help ruthless father must pull depth despair restor honor racetrack
Invincible,lifelong footbal fan vinc papal mark wahlberg see wildest dream come true becom member philadelphia eagl teach alma mater pennsylvania get chanc tri favorit team except kicker becom oldest rooki nfl histori never play footbal colleg
Ultimate X: The Movie,bruce hendrick highlight event 2001 summer x game includ skateboard bmx bike street luge
Gunnin' for That No. 1 Spot,rucker park new york citi harlem host mani legend wilt chamberlain kareem top basketbal player america assembl court compet first annual elit 24 game seen good measur player nba potenti documentari trail eight teen prepar becom champion demonstr requir dedic accompani swift rise great
The Blind Side,michael oher quinton aaron homeless black teen drift school system year leigh ann tuohi sandra bullock husband sean tim mcgraw take tuohi eventu becom michael legal guardian transform life michael tremend size protect instinct make formid forc gridiron help new famili devot tutor realiz potenti student footbal player
More Than a Game,filmmak kristoph belman chronicl earli career basketbal superstar lebron jame jame four talent teammat powerhous combin mari high school akron ohio five star athlet burn court throughout ohio jame celebr threaten tear apart five work hard achiev
Secretariat,despit lack experi housewif mother penni cheneri dian lane agre take manag famili thoroughbr farm father scott glenn becom success navig way world hors race cheneri togeth veteran trainer lucien laurin john malkovich foster gift colt ultim cross finish line histori tripl crown winner 1973
The Sandlot,scotti small thoma guiri move new neighborhood manag make friend group kid play basebal sandlot togeth go seri funni touch adventur boy run troubl small borrow ball stepdad get hit fenc
Dust to Glory,reput danger race world tecat score baja 1000 mexico everi year event draw fan enthusiast determin brave harsh cours includ desert swath cactus metal carcass vehicl left dead documentari race includ interview driver everyth bike truck celebr race world look first shot glori
NASCAR,filmmak simon wincer follow racer travel sometim crash near 200 mph narrat kiefer sutherland
Glory Road,appoint new coach 1966 texa miner haskin josh luca decid build team base talent rather race conserv townsfolk balk new racial divers lineup despit fact team win game black player like bobbi joe hill derek luke team captain harri flournoy mehcad brook begin domin court flashi move racial tension increas jeopard futur team
Because of Winn-Dixie,abandon mother year ago opal annasophia robb girl move preacher father jeff daniel small town florida lone miss old friend opal ecstat find companionship rambuncti littl dog name store found pup help opal befriend sever color townsfolk cice tyson eva mari saint dave matthew even begin mend relationship father
The Perfect Game,amid poverti monterrey mexico ragtag group boy discov joy sandlot basebal thank guidanc coach clifton collin hope make major leagu arm dream play littl leagu boy defi odd set unpreced win streak lead across border america 1957 littl leagu world seri
Steep,documentari track histori extrem ski advent 1960s develop popular modern sport stori begin legendari skier bill brigg descend wyom grand teton mountain continu extraordinari feat ski pioneer doug coomb other includ incred beauti footag various remot ski locat canada alaska iceland film also featur narrat actor peter kraus
First Descent,snowboard discuss sport histori challeng prepar tackl mountain alaska
Soul Surfer,natur talent sport surf teenag bethani hamilton annasophia robb lose arm shark attack bolster love parent helen hunt denni quaid refus give plan return competit although question futur continu troubl upon see devast thailand caus 2004 tsunami bethani discov greater purpos make differ live other
The Replacements,late season playoff fast approach washington sentinel gone strike scrambl solut sentinel owner edward hatch plan bring legendari coach jimmi mcginti recruit team replac player exact one week fan owner alik strike disast shane falco mismatch crew outsid second chanc wait whole live
Beerfest,two brother erik stolhansk paul soter america happen upon secret competit visit germani oktoberfest lose bad return america assembl impress team return germani rematch
Goal! The Dream Begins,santiago muñez mexican cook los angel get chanc follow dream play profession soccer talent scout contact unit kingdom spot offer chanc find way england tri newcastl unit team gavin harri star player take young santiago wing help prove disbeliev father
Grudge Match,pittsburgh boxer billi kid mcdonnen robert de niro henri razor sharp sylvest stallon share fierc rivalri back 1980s score victori two match eve decis third bout henri sudden announc retir effect end boxer career thirti year later box promot dant slate kevin hart make billi henri offer ca refus return ring settl score
Jiminy Glick in Lalawood,celebr interview martin short wife jan hook becom tangl murder mysteri involv boozi actress famili publicist
Playing for Keeps,long past heyday georg dryer gerard butler struggl financi fail attempt reconcil staci jessica biel young son lewi noah lomax lewi soccer team open coach georg step georg big hit children also attract lot attent player singl unhappili marri mother uma thurman catherin
The Return,andrey vladimir garin ivan ivan dobronravov brother rais alon mother father konstantin lavronenko sudden return home vanish 12 year earlier extrem happi see back live ivan howev quick grow suspici father determin find exact father vanish year ago sudden decid come back live
Behind the Candelabra,pianist liberac michael dougla take scott thorson matt damon lover relationship deterior liberac take bedmat thorson becom addict drug
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",australian cinema broke intern audienc 1970s respect art hous film like peter weir picnic hang rock new underground exploit filmmak turn consider less highbrow fare documentari filmmak mark hartley explor unbridl era sex violenc complet clip scene outrag flick interview renegad filmmak
Being Elmo: A Puppeteer's Journey,interview frank oz rosi whoopi goldberg other highlight portrait kevin clash man bring sesam street muppet elmo life
El Camino: A Breaking Bad Movie,jess pinkman flee polic tri escap inner turmoil
American Movie,documentari mark borchardt aspir filmmak wisconsin background set finish horror movi despit barrag difficulti plagu lack cash unreli help numer person problem mark want complet film rais fund ambiti drama assist bumbl loyal friend mike schank mark struggl move forward make plenti bittersweet moment
Best Worst Movie,documentari review make film troll 2 perspect former child actor star michael stephenson 1989 group actor italian product crew join forc produc slice unwit cinemat histori stephenson involv sequel tell stori italian director claudio fragasso classic among alabama dentist becam cult star famous immort line
The Normal Heart,1980s new york writer mark ruffalo friend join forc expos truth emerg aid crisi govern gay communiti
Side by Side,director jame cameron david fincher martin scorses christoph nolan other discuss digit technolog impact filmmak
Joan Rivers: A Piece of Work,reveal documentari follow life career joan river veteran comedienn arguabl known extens plastic surgeri talent film explor earli year comedi industri touch longtim profession relationship johnni carson one mani celebr featur along georg carlin phylli diller kathi griffin river daughter frequent screen partner melissa river
"Yoo-Hoo, Mrs. Goldberg",gertrud berg rose promin 1930s star goldberg pioneer radio program later tv sitcom also creat wrote produc director aviva kempner tell stori import overlook figur entertain histori explain background arriv inexperienc jewish immigr interview notabl figur norman lear suprem court justic ruth bader ginsberg
The Kid Stays in the Picture,trace meteor rise fall rise legendari hollywood produc robert evan adapt evan autobiographi movi take audienc intim journey mind hollywood legend kid stay pictur share grip anecdot evan unusu friendship follow thread tumultu love life
F for Fake,orson well final film document live infam faker elmyr de hori clifford irv de hori later commit suicid avoid prison time made name sell forg work art painter like picasso matiss irv infam write fake autobiographi howard hugh well move documentari fiction examin fundament element fraud peopl commit fraud expens other
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",robert forster sybil dan bo derek tobe hooper other help filmmak mark hartley recount rise fall cannon film studio behind schlock film appl king solomon mine
Duel,david mann denni weaver mild manner electron salesman drive highway encount old oil tanker driven unseen driver seem enjoy annoy danger antic road unabl escap demon big rig david find danger game cat mous monstrous truck pursuit escal dead level david must summon inner warrior turn tabl tormentor
Saraband,follow johan erland josephson mariann liv ullmann 30 year event scene marriag sequel find coupl long sinc divorc remarri johan separ second wife mariann lose second husband tri reconnect meanwhil johan son henrik börje ahlstedt problem daughter karin julia dufvenius cellist whose career plan match father expect
Corman's World: Exploits of a Hollywood Rebel,jack nicholson martin scorses robert de niro ron howard other pay tribut legendari independ filmmak roger corman
Doctor Zhivago,russian revolut yuri zhivago omar sharif young doctor rais aunt uncl follow father suicid yuri fall love beauti lara guishar juli christi affair mother lover victor komarovski rod steiger unscrupul businessman yuri howev end marri cousin tonya geraldin chaplin lara meet year later spark love reignit
The Five Obstructions,1967 experiment filmmak jorgen leth creat strike short film perfect human star man women sit box narrat pose question relationship human year later danish director lar von trier made deal leth remak film five time differ set circumst von trier strict prescrib rule leth complet challeng von trier creat ever elabor rule contest
Tell Them Who You Are,haskel wexler proven prolif distinguish cinematograph shot 60 film stori career win oscar work afraid virginia woolf bound glori inspir mani aspir filmmak includ son mark wexler documentarian whose film often focus mark concentr acclaim enigmat father hope connect establish ident
This Film Is Not Yet Rated,filmmak kimber peirc wayn kramer michael tucker matt stone among give commentari kirbi dick examin motion pictur associ america standard method rate board use rate movi
Trekkies,scienc fiction tv franchis star trek seismic impact live obsess fan known trekki diehard devote wear starfleet costum public speak klingon even redecor offic home mimic look star trek world documentari former star trek actress denis crosbi travel countri interview famous fan like barbara adam explor reason behind show endur appeal
Outfoxed: Rupert Murdoch's War on Journalism,documentari filmmak robert greenwald set sight billionair rupert murdoch takedown australian media mogul flagship fox news channel deconstruct conserv network slogan fair balanc greenwald assembl archiv footag fox news person like bill neil cavuto well interview former employe previous unseen interoffic memo channel boss roger ail
Inside Deep Throat,denni hopper narrat documentari investig infam pornograph film deep throat featur interview cast filmmak includ director gerard damiano lead linda lovelac harri reem film explor controversi surround product movi recept cultur icon era hugh hefner gore vidal larri flynt also contribut discuss impact deep throat zeitgeist
Trumbo,like protagonist classic film spartacus leftist screenwrit dalton trumbo rebelli streak mccarthi era trumbo refus cooper hous activ committe sentenc 11 month prison blacklist hollywood trumbo resort write script pseudonym film use archiv footag interview actor read trumbo brilliant letter script construct portrait uncompromis artist
Confirmation,nomin suprem court 1991 judg clarenc thoma wendel pierc must testifi senat judiciari committe anita hill kerri washington former employe claim sexual harass
Blank City,late 1970s group aspir new york filmmak inspir burgeon underground music scene take street shoot movi process foster influenti high regard wave movement film examin event led wave creation citi decay time play signific role featur interview jim jarmusch john water thurston moor debbi harri lydia lunch
Tupac: Resurrection,use interview photograph home movi documentari present life rapper tupac shakur mother afeni black panther spend part pregnanc jail grow politic atmospher shakur attend perform art high school baltimor begin rap success come earli seri legal problem arrest accus violenc women lead meteor rise fame 1996 murder
Overnight,documentari follow troy duffi brash bartend whose screenplay action film call boondock saint score generous contract write direct film harvey weinstein miramax studio duffi band brood also midst sign contract madonna maverick record duffi fieri manner instrument success deal go sour one seem safe explos temper
Disney's Teacher's Pet,anim music spot nathan lane snarki dog whose greatest desir transform human alreadi don human costum pose student local school opportun strike see televis commerci doctor krank kelsey grammer claim abl turn anim human howev experi goe wrong spot must enlist help owner leonard helperman
Pom Wonderful Presents: The Greatest Movie Ever Sold,fascin ubiqu advertis documentarian morgan spurlock decid make film sole financ product placement though mani compani contact declin particip spurlock gain support busi jetblu airway ban deodor pitch idea spurlock visit sao paulo commerci outdoor display ban florida school district forc allow advertis continu oper
Fellini: I'm a Born Liar,documentari focus rever italian filmmak federico fellini addit present clip mani fellini acclaim movi film featur extens interview footag live eccentr director includ revelatori convers record year die product also includ interview actor work infam moodi auteur notabl roberto benigni donald sutherland
Only Human,leni dali marián aguilera success televis report decid time final right bring new love life rafi guillermo toledo meet rather eccentr jewish famili could expect rafi harbor anxieti meet concern unfound famili member turn differ person flaw make feel home hard especi discov rafi palestinian
My Date With Drew,aspir filmmak brian herzling love drew barrymor sinc boy buy video camera circuit citi herzingl crew 30 day find barrymor date return camera full refund unfortun barrymor hollywood royalti herzling guy new jersey take everi ounc charm herzling muster make way minefield agent publicist bouncer reach prize
Waking Sleeping Beauty,extens use archiv clip documentarian hahn explor walt disney anim studio broke slump film focus group young ambiti anim filmmak tim burton toy stori director john lasset struggl outsid competit studio execut within compani reclaim disney legaci produc anim entertain
Porn Star: The Legend of Ron Jeremy,filmmak scott gill interview friend famili colleagu chronicl actor life career
Cinema Verite,1970s bill loud tim robbin wife pat dian lane allow camera film person live pbs seri american famili
The Rugrats Movie,anim comedi find tommi pickl daili tri return babi brother hospit warn friend angelica cheryl chase new sibl born parent wo care soon embark mission tommi friend lose way wood get troubl pack wild monkey escap circus kid begin think mayb thing bad home
I'm Still Here,director casey affleck follow joaquin phoenix carri plan retir act concentr new career musician
Bamboozled,blister satir network televis pitfal prejudic humor look race rate pursuit power lead televis writer stun rise tragic downfal pierr delacroix young man sole person color write upstart network flounder rate despit sever attempt delacroix yet see concept go product
No Strings Attached,lifelong friend emma natali portman adam ashton kutcher take relationship next level sex afraid ruin friendship new lover make pact keep thing pure physic fight jealousi expect emma adam pledg whatev want wherev want long fall love question becom fall first
Phil Spector,lawyer linda kenney baden helen mirren defend music produc phil spector al pacino trial murder actress lana clarkson
I Am,filmmak tom shadyac interview philosoph scientist other find way individu communal peopl improv way live
The Real Cancun,annual debaucheri colleg student spring break examin documentari focus 16 young american travel cancun mexico indulg volumin consumpt sex booz cours 11 day student includ archetyp ladi man parti girl virgin follow camera drink profus attempt hook mani member opposit sex circumst allow
15 Minutes,center 15 minut new york citi doubl murder must solv stori much figur truth murder follow control truth thriller seen new len media hunt shock imageri matter cost 15 minut cop chase murder media chase cop whole thing fuel escal firestorm
Man of the Year,tom dobb robin william satir host polit talk show decid shake thing run presid make comment would better presid leader current occupi white hous fan begin grassroot campaign catapult oval offic soon move reveal comput glitch mistaken award presid tom left tough choic stay cours head back behind microphon
Pokémon 3: The Movie,young pokémon trainer ash ketchum loyal friend journey beauti mountain town greenfield encount unown mysteri pokémon kid wb present pokémon 3 movi third instal infinit popular pokémon mytholog realli two stori one adventur spell unown accompani bonus short pikachu pichu star pikachu
The Honeymooners,ralph kramden cedric entertain drive bus new york citi dream someth unfortun none ralph busi idea often incorpor best friend ed mike epp pan know husband never get citi ralph wife alic gabriell union ed wife trixi regina hall pool save purchas hous suburb men find secret stash might blow
From Justin to Kelly,music colleg student justin justin guarini arriv fort lauderdal spring break friend brandon greg siff eddi brian dietzen quick cross path waitress kelli kelli clarkson although justin fall kelli almost instant kelli jealous friend alexa katherin bailess tri best keep two apart help sever number howev justin kelli eventu connect make sweet music togeth
"The Good, the Bad and the Ugly",southwest civil war mysteri stranger joe clint eastwood mexican outlaw tuco eli wallach form uneasi partnership joe turn bandit reward money rescu hang joe shot noos goe awri one escapad furious tuco tri murder men abrupt howev beat sadist crimin union armi find soldier buri desert
Unforgiven,prostitut delilah fitzgerald anna thomson disfigur pair cowboy big whiskey wyom fellow brothel worker post reward murder much displeasur sheriff littl bill daggett gene hackman allow vigilant town two group gunfight one led age former bandit william munni clint eastwood florid english bob richard harri come collect reward clash sheriff
Once Upon a Time in the West,singl piec land around flagston water rail baron morton gabriel ferzetti aim know new railroad stop send henchman frank henri fonda scare land owner mcbain frank wolff frank kill instead pin known bandit cheyenn jason robard meanwhil mysteri gunsling score settl charl bronson mcbain new wife jill claudia cardinal arriv town
Deadwood: The Movie,saloon owner al swearengen clash sheriff seth bullock resid deadwood celebr south dakota statehood 1889
The Man Who Shot Liberty Valance,question aris senat stoddard jame stewart attend funer local man name tom doniphon john wayn small western town flash back learn doniphon save stoddard lawyer rough crew outlaw terror town led liberti valanc lee marvin territori safeti hung balanc doniphon stoddard two peopl stand prove import differ foe valanc
The Ballad of Buster Scruggs,antholog six short film take place war era settl old west
Django Unchained,two year civil war django jami foxx slave find accompani unorthodox german bounti hunter name king schultz christoph waltz mission captur vicious brittl brother mission success schultz free django togeth hunt south crimin travel take infam plantat shadi calvin candi leonardo dicaprio django wife kerri washington still slave
The Wild Bunch,gritti western classic age outlaw pike bishop william holden prepar retir one final robberi join gang includ dutch engstrom ernest borgnin brother lyle warren oat tector gorch ben johnson bishop discov heist setup orchestr part old partner deke thornton robert ryan remain gang take refug mexican territori thornton trail result fierc gunfight plenti casualti
3:10 to Yuma,outlaw ben wade russel crow terror 1800s arizona especi southern railroad final captur wade must brought trial dan evan christian bale owner ranch volunt escort train along trail grudg respect form men danger loom everi turn crimin men pursuit
Lone Star,texa border town frontera sheriff sam deed chris cooper dig past find old skull desert trace murder sheriff charli wade kris kristofferson 40 year earlier deed investig point toward late father deputi buddi deed ignor warn delv deeper sam rekindl romanc high school sweetheart bring old tension town expos secret long put rest
Butch Cassidy and the Sundance Kid,true stori wild ride battl poss train bank robberi torrid love affair new leas outlaw life far away bolivia also charact studi remark friendship butch possibl likeabl outlaw frontier histori closest associ fabl sundanc kid
